,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Orbitrap),ECFPFingerprint,Neutral Losses Cosine,Pearson,0.06644264929753804,0.0
1,GNPS (Orbitrap),ECFPFingerprint,Neutral Losses Cosine,Spearman,0.16072634513639905,0.0
2,GNPS (Orbitrap),ECFPFingerprint,Neutral Losses Cosine,Kendall,0.12380536067724278,0.0
3,GNPS (Orbitrap),AvalonFingerprint,Neutral Losses Cosine,Pearson,0.021635983911253376,0.0
4,GNPS (Orbitrap),AvalonFingerprint,Neutral Losses Cosine,Spearman,0.01116553459341539,0.0
5,GNPS (Orbitrap),AvalonFingerprint,Neutral Losses Cosine,Kendall,0.008477130531636767,0.0
6,GNPS (Orbitrap),LayeredFingerprint,Neutral Losses Cosine,Pearson,0.02938229524944999,0.0
7,GNPS (Orbitrap),LayeredFingerprint,Neutral Losses Cosine,Spearman,-0.01424710498885137,0.0
8,GNPS (Orbitrap),LayeredFingerprint,Neutral Losses Cosine,Kendall,-0.010826001387826927,0.0
9,GNPS (Orbitrap),RDKitFingerprint,Neutral Losses Cosine,Pearson,0.026240984082885454,0.0
10,GNPS (Orbitrap),RDKitFingerprint,Neutral Losses Cosine,Spearman,0.02919743876756625,0.0
11,GNPS (Orbitrap),RDKitFingerprint,Neutral Losses Cosine,Kendall,0.0222833792218516,0.0
