,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS,ECFPFingerprint,MS2DeepScore,Pearson,-0.1876383887059727,0.0
1,GNPS,ECFPFingerprint,MS2DeepScore,Spearman,-0.203968398592572,0.0
2,GNPS,ECFPFingerprint,MS2DeepScore,Kendall,-0.13962203312548657,0.0
3,GNPS,AvalonFingerprint,MS2DeepScore,Pearson,-0.06359089218220149,0.0
4,GNPS,AvalonFingerprint,MS2DeepScore,Spearman,-0.08564191228791296,0.0
5,GNPS,AvalonFingerprint,MS2DeepScore,Kendall,-0.0581947079973562,0.0
6,GNPS,LayeredFingerprint,MS2DeepScore,Pearson,0.16464838022301223,0.0
7,GNPS,LayeredFingerprint,MS2DeepScore,Spearman,0.12520380297616293,0.0
8,GNPS,LayeredFingerprint,MS2DeepScore,Kendall,0.08390653355222505,0.0
9,GNPS,RDKitFingerprint,MS2DeepScore,Pearson,0.06887506022997357,0.0
10,GNPS,RDKitFingerprint,MS2DeepScore,Spearman,0.025316381317878372,0.0
11,GNPS,RDKitFingerprint,MS2DeepScore,Kendall,0.018258915579271263,0.0
