,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.032838659171865694,0.0
1,"GNPS (LOTUS, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,0.006082874301322857,0.0
2,"GNPS (LOTUS, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,0.0021706046500257793,2.9679623994132297e-229
3,"GNPS (LOTUS, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.11055192376948647,0.0
4,"GNPS (LOTUS, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.09379799852269576,0.0
5,"GNPS (LOTUS, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.059926751435651016,0.0
6,"GNPS (LOTUS, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.3005690074612907,0.0
7,"GNPS (LOTUS, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.27326791093076985,0.0
8,"GNPS (LOTUS, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.18504046931625795,0.0
9,"GNPS (LOTUS, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.25131684419875405,0.0
10,"GNPS (LOTUS, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.21649777053260433,0.0
11,"GNPS (LOTUS, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.14688340939987682,0.0
