,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,MS2DeepScore,Pearson,0.10266704217059452,0.0
1,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,MS2DeepScore,Spearman,0.07686380393317219,0.0
2,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,MS2DeepScore,Kendall,0.04925292878089156,0.0
3,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,MS2DeepScore,Pearson,0.152038874086729,0.0
4,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,MS2DeepScore,Spearman,0.13499518990701473,0.0
5,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,MS2DeepScore,Kendall,0.08854273362745253,0.0
6,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,MS2DeepScore,Pearson,0.3581812555161691,0.0
7,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,MS2DeepScore,Spearman,0.3477651492698948,0.0
8,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,MS2DeepScore,Kendall,0.23634628051764328,0.0
9,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,MS2DeepScore,Pearson,0.28418740737137055,0.0
10,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,MS2DeepScore,Spearman,0.23902332713532995,0.0
11,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,MS2DeepScore,Kendall,0.16187194493404372,0.0
