,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Negatives)",ECFPFingerprint,Neutral Losses Cosine,Pearson,0.11309615535643978,0.0
1,"GNPS (LOTUS, Negatives)",ECFPFingerprint,Neutral Losses Cosine,Spearman,0.13573762053581095,0.0
2,"GNPS (LOTUS, Negatives)",ECFPFingerprint,Neutral Losses Cosine,Kendall,0.10075828969012661,0.0
3,"GNPS (LOTUS, Negatives)",AvalonFingerprint,Neutral Losses Cosine,Pearson,0.07861039308837449,0.0
4,"GNPS (LOTUS, Negatives)",AvalonFingerprint,Neutral Losses Cosine,Spearman,0.09797547908931607,0.0
5,"GNPS (LOTUS, Negatives)",AvalonFingerprint,Neutral Losses Cosine,Kendall,0.07193817340362747,0.0
6,"GNPS (LOTUS, Negatives)",LayeredFingerprint,Neutral Losses Cosine,Pearson,0.10269359666687863,0.0
7,"GNPS (LOTUS, Negatives)",LayeredFingerprint,Neutral Losses Cosine,Spearman,0.1418276190758674,0.0
8,"GNPS (LOTUS, Negatives)",LayeredFingerprint,Neutral Losses Cosine,Kendall,0.10427018900156931,0.0
9,"GNPS (LOTUS, Negatives)",RDKitFingerprint,Neutral Losses Cosine,Pearson,0.08814463486609049,0.0
10,"GNPS (LOTUS, Negatives)",RDKitFingerprint,Neutral Losses Cosine,Spearman,0.07716700422508876,0.0
11,"GNPS (LOTUS, Negatives)",RDKitFingerprint,Neutral Losses Cosine,Kendall,0.05672403655906649,0.0
