,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,Neutral Losses Cosine,Pearson,0.1648835340353823,0.0
1,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,Neutral Losses Cosine,Spearman,0.23136907669546508,0.0
2,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,Neutral Losses Cosine,Kendall,0.17159717214200002,0.0
3,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,Neutral Losses Cosine,Pearson,0.13067799286962906,0.0
4,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,Neutral Losses Cosine,Spearman,0.15950659317668492,0.0
5,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,Neutral Losses Cosine,Kendall,0.11663858685838478,0.0
6,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,Neutral Losses Cosine,Pearson,0.14023767721343497,0.0
7,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,Neutral Losses Cosine,Spearman,0.1793435850892914,0.0
8,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,Neutral Losses Cosine,Kendall,0.13118179028995533,0.0
9,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,Neutral Losses Cosine,Pearson,0.1539525417279172,0.0
10,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,Neutral Losses Cosine,Spearman,0.15385320188476506,0.0
11,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,Neutral Losses Cosine,Kendall,0.11264597181146577,0.0
