,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,Synthetic,ECFPFingerprint,Weighted MS Entropy,Pearson,0.05738012136059885,0.0
1,Synthetic,ECFPFingerprint,Weighted MS Entropy,Spearman,0.03793930052246432,0.0
2,Synthetic,ECFPFingerprint,Weighted MS Entropy,Kendall,0.02879994418399347,0.0
3,Synthetic,AvalonFingerprint,Weighted MS Entropy,Pearson,0.09910972760528096,0.0
4,Synthetic,AvalonFingerprint,Weighted MS Entropy,Spearman,0.09065247160709626,0.0
5,Synthetic,AvalonFingerprint,Weighted MS Entropy,Kendall,0.06846974388479563,0.0
6,Synthetic,LayeredFingerprint,Weighted MS Entropy,Pearson,0.1284541492615669,0.0
7,Synthetic,LayeredFingerprint,Weighted MS Entropy,Spearman,0.12265623844436484,0.0
8,Synthetic,LayeredFingerprint,Weighted MS Entropy,Kendall,0.09269227168688123,0.0
9,Synthetic,RDKitFingerprint,Weighted MS Entropy,Pearson,0.12546323534166107,0.0
10,Synthetic,RDKitFingerprint,Weighted MS Entropy,Spearman,0.12044060264378967,0.0
11,Synthetic,RDKitFingerprint,Weighted MS Entropy,Kendall,0.09087784823491044,0.0
