,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Weighted MS Entropy,Pearson,0.03292676699902067,0.0
1,"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Weighted MS Entropy,Spearman,0.01751555534812879,0.0
2,"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Weighted MS Entropy,Kendall,0.014406532837797732,0.0
3,"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Weighted MS Entropy,Pearson,0.022763300206542235,0.0
4,"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Weighted MS Entropy,Spearman,0.016020830197356176,0.0
5,"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Weighted MS Entropy,Kendall,0.01309572351568846,0.0
6,"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Weighted MS Entropy,Pearson,0.026716565281684403,0.0
7,"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Weighted MS Entropy,Spearman,0.0151304376803104,0.0
8,"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Weighted MS Entropy,Kendall,0.01236486755158951,0.0
9,"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Weighted MS Entropy,Pearson,0.02917008178295891,0.0
10,"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Weighted MS Entropy,Spearman,0.016711553406628964,0.0
11,"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Weighted MS Entropy,Kendall,0.013651677417458864,0.0
