,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Positives),ECFPFingerprint,Greedy Cosine,Pearson,0.07722165870383535,0.0
1,GNPS (Positives),ECFPFingerprint,Greedy Cosine,Spearman,0.10006976126082547,0.0
2,GNPS (Positives),ECFPFingerprint,Greedy Cosine,Kendall,0.07494312758180063,0.0
3,GNPS (Positives),AvalonFingerprint,Greedy Cosine,Pearson,0.05507458729385643,0.0
4,GNPS (Positives),AvalonFingerprint,Greedy Cosine,Spearman,0.031836557875834066,0.0
5,GNPS (Positives),AvalonFingerprint,Greedy Cosine,Kendall,0.02367263798496755,0.0
6,GNPS (Positives),LayeredFingerprint,Greedy Cosine,Pearson,0.055249083074069325,0.0
7,GNPS (Positives),LayeredFingerprint,Greedy Cosine,Spearman,-0.009989674159625189,0.0
8,GNPS (Positives),LayeredFingerprint,Greedy Cosine,Kendall,-0.007405031603354205,0.0
9,GNPS (Positives),RDKitFingerprint,Greedy Cosine,Pearson,0.07122734197451236,0.0
10,GNPS (Positives),RDKitFingerprint,Greedy Cosine,Spearman,0.04172688046531534,0.0
11,GNPS (Positives),RDKitFingerprint,Greedy Cosine,Kendall,0.031043900287899967,0.0
