,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.1035944208862637,0.0
1,"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.060988520975587296,0.0
2,"GNPS (Negatives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.04623056073766958,0.0
3,"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.06895326778237705,0.0
4,"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.018697801141138833,0.0
5,"GNPS (Negatives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.014036746358963369,0.0
6,"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.07819279797269074,0.0
7,"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.06083119350709357,0.0
8,"GNPS (Negatives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.04590924233260371,0.0
9,"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0852080716139887,0.0
10,"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,-0.021732960033407016,0.0
11,"GNPS (Negatives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,-0.016160961018411735,0.0
