,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Negatives)",ECFPFingerprint,Neutral Losses Cosine,Pearson,0.10689386207233365,0.0
1,"GNPS (LOTUS, Negatives)",ECFPFingerprint,Neutral Losses Cosine,Spearman,0.13498465332157583,0.0
2,"GNPS (LOTUS, Negatives)",ECFPFingerprint,Neutral Losses Cosine,Kendall,0.10016304803346378,0.0
3,"GNPS (LOTUS, Negatives)",AvalonFingerprint,Neutral Losses Cosine,Pearson,0.07773980679359432,0.0
4,"GNPS (LOTUS, Negatives)",AvalonFingerprint,Neutral Losses Cosine,Spearman,0.09858281161956982,0.0
5,"GNPS (LOTUS, Negatives)",AvalonFingerprint,Neutral Losses Cosine,Kendall,0.07224113276082401,0.0
6,"GNPS (LOTUS, Negatives)",LayeredFingerprint,Neutral Losses Cosine,Pearson,0.09948301328040861,0.0
7,"GNPS (LOTUS, Negatives)",LayeredFingerprint,Neutral Losses Cosine,Spearman,0.13752454356400987,0.0
8,"GNPS (LOTUS, Negatives)",LayeredFingerprint,Neutral Losses Cosine,Kendall,0.10090291232360755,0.0
9,"GNPS (LOTUS, Negatives)",RDKitFingerprint,Neutral Losses Cosine,Pearson,0.08746371911651352,0.0
10,"GNPS (LOTUS, Negatives)",RDKitFingerprint,Neutral Losses Cosine,Spearman,0.0772957593167001,0.0
11,"GNPS (LOTUS, Negatives)",RDKitFingerprint,Neutral Losses Cosine,Kendall,0.056725831055888194,0.0
