,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Orbitrap),ECFPFingerprint,Greedy Cosine,Pearson,0.05760544391775038,0.0
1,GNPS (Orbitrap),ECFPFingerprint,Greedy Cosine,Spearman,0.10647885274350727,0.0
2,GNPS (Orbitrap),ECFPFingerprint,Greedy Cosine,Kendall,0.08147380710720403,0.0
3,GNPS (Orbitrap),AvalonFingerprint,Greedy Cosine,Pearson,0.037094155792127825,0.0
4,GNPS (Orbitrap),AvalonFingerprint,Greedy Cosine,Spearman,0.013844953940514333,0.0
5,GNPS (Orbitrap),AvalonFingerprint,Greedy Cosine,Kendall,0.010497011940599424,0.0
6,GNPS (Orbitrap),LayeredFingerprint,Greedy Cosine,Pearson,0.038301930924570377,0.0
7,GNPS (Orbitrap),LayeredFingerprint,Greedy Cosine,Spearman,-0.030362507627623856,0.0
8,GNPS (Orbitrap),LayeredFingerprint,Greedy Cosine,Kendall,-0.02307721625705241,0.0
9,GNPS (Orbitrap),RDKitFingerprint,Greedy Cosine,Pearson,0.051796632553502274,0.0
10,GNPS (Orbitrap),RDKitFingerprint,Greedy Cosine,Spearman,0.029610977796269998,0.0
11,GNPS (Orbitrap),RDKitFingerprint,Greedy Cosine,Kendall,0.02251053779577378,0.0
