,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Negatives),ECFPFingerprint,MS2DeepScore,Pearson,-0.09025702455728955,0.0
1,GNPS (Negatives),ECFPFingerprint,MS2DeepScore,Spearman,-0.1543098332174242,0.0
2,GNPS (Negatives),ECFPFingerprint,MS2DeepScore,Kendall,-0.10635315170891158,0.0
3,GNPS (Negatives),AvalonFingerprint,MS2DeepScore,Pearson,-0.042801924126183284,0.0
4,GNPS (Negatives),AvalonFingerprint,MS2DeepScore,Spearman,-0.08887653495699273,0.0
5,GNPS (Negatives),AvalonFingerprint,MS2DeepScore,Kendall,-0.06043761787304885,0.0
6,GNPS (Negatives),LayeredFingerprint,MS2DeepScore,Pearson,0.16846832860996985,0.0
7,GNPS (Negatives),LayeredFingerprint,MS2DeepScore,Spearman,0.10780766404637702,0.0
8,GNPS (Negatives),LayeredFingerprint,MS2DeepScore,Kendall,0.07234022735415754,0.0
9,GNPS (Negatives),RDKitFingerprint,MS2DeepScore,Pearson,0.11437062763585383,0.0
10,GNPS (Negatives),RDKitFingerprint,MS2DeepScore,Spearman,0.036882896004378225,0.0
11,GNPS (Negatives),RDKitFingerprint,MS2DeepScore,Kendall,0.026208613050302917,0.0
