,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (LOTUS),ECFPFingerprint,Neutral Losses Cosine,Pearson,0.08245744051356658,0.0
1,GNPS (LOTUS),ECFPFingerprint,Neutral Losses Cosine,Spearman,0.1826745871181248,0.0
2,GNPS (LOTUS),ECFPFingerprint,Neutral Losses Cosine,Kendall,0.13959303291440778,0.0
3,GNPS (LOTUS),AvalonFingerprint,Neutral Losses Cosine,Pearson,0.025473030500538795,0.0
4,GNPS (LOTUS),AvalonFingerprint,Neutral Losses Cosine,Spearman,0.07161231710403933,0.0
5,GNPS (LOTUS),AvalonFingerprint,Neutral Losses Cosine,Kendall,0.05430591843990371,0.0
6,GNPS (LOTUS),LayeredFingerprint,Neutral Losses Cosine,Pearson,0.03999302521833641,0.0
7,GNPS (LOTUS),LayeredFingerprint,Neutral Losses Cosine,Spearman,0.066113540069003,0.0
8,GNPS (LOTUS),LayeredFingerprint,Neutral Losses Cosine,Kendall,0.05003930839096473,0.0
9,GNPS (LOTUS),RDKitFingerprint,Neutral Losses Cosine,Pearson,0.033169747647305,0.0
10,GNPS (LOTUS),RDKitFingerprint,Neutral Losses Cosine,Spearman,0.062219468810605055,0.0
11,GNPS (LOTUS),RDKitFingerprint,Neutral Losses Cosine,Kendall,0.047082118657356654,0.0
