,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,Greedy Cosine,Pearson,0.07144062189498103,0.0
1,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,Greedy Cosine,Spearman,0.06264445669743599,0.0
2,"GNPS (LOTUS, Negatives, Orbitrap)",ECFPFingerprint,Greedy Cosine,Kendall,0.046142712529444116,0.0
3,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,Greedy Cosine,Pearson,0.08078209565766424,0.0
4,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,Greedy Cosine,Spearman,0.0593771177932318,0.0
5,"GNPS (LOTUS, Negatives, Orbitrap)",AvalonFingerprint,Greedy Cosine,Kendall,0.043628230535052555,0.0
6,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,Greedy Cosine,Pearson,0.10206245769280417,0.0
7,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,Greedy Cosine,Spearman,0.08448298300770561,0.0
8,"GNPS (LOTUS, Negatives, Orbitrap)",LayeredFingerprint,Greedy Cosine,Kendall,0.06205731018110615,0.0
9,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,Greedy Cosine,Pearson,0.0975836053439593,0.0
10,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,Greedy Cosine,Spearman,0.013799504356530823,0.0
11,"GNPS (LOTUS, Negatives, Orbitrap)",RDKitFingerprint,Greedy Cosine,Kendall,0.010359603284579239,0.0
