,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (LOTUS),ECFPFingerprint,MS2DeepScore,Pearson,-0.09877370748920286,0.0
1,GNPS (LOTUS),ECFPFingerprint,MS2DeepScore,Spearman,-0.11464761761382534,0.0
2,GNPS (LOTUS),ECFPFingerprint,MS2DeepScore,Kendall,-0.07849601756009249,0.0
3,GNPS (LOTUS),AvalonFingerprint,MS2DeepScore,Pearson,0.04157823736950964,0.0
4,GNPS (LOTUS),AvalonFingerprint,MS2DeepScore,Spearman,0.028860871603538577,0.0
5,GNPS (LOTUS),AvalonFingerprint,MS2DeepScore,Kendall,0.018350822279044603,0.0
6,GNPS (LOTUS),LayeredFingerprint,MS2DeepScore,Pearson,0.26343902634841826,0.0
7,GNPS (LOTUS),LayeredFingerprint,MS2DeepScore,Spearman,0.2560777420091831,0.0
8,GNPS (LOTUS),LayeredFingerprint,MS2DeepScore,Kendall,0.17264402883602642,0.0
9,GNPS (LOTUS),RDKitFingerprint,MS2DeepScore,Pearson,0.10923799803249666,0.0
10,GNPS (LOTUS),RDKitFingerprint,MS2DeepScore,Spearman,0.07028214556738763,0.0
11,GNPS (LOTUS),RDKitFingerprint,MS2DeepScore,Kendall,0.04772138293791327,0.0
