,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Negatives),ECFPFingerprint,Unweighted MS Entropy,Pearson,0.028803485505863917,0.0
1,GNPS (Negatives),ECFPFingerprint,Unweighted MS Entropy,Spearman,0.009936149142381247,0.0
2,GNPS (Negatives),ECFPFingerprint,Unweighted MS Entropy,Kendall,0.008171083705555271,0.0
3,GNPS (Negatives),AvalonFingerprint,Unweighted MS Entropy,Pearson,0.01918540164204476,0.0
4,GNPS (Negatives),AvalonFingerprint,Unweighted MS Entropy,Spearman,0.007588640621061583,0.0
5,GNPS (Negatives),AvalonFingerprint,Unweighted MS Entropy,Kendall,0.006202428999776747,0.0
6,GNPS (Negatives),LayeredFingerprint,Unweighted MS Entropy,Pearson,0.026777668852232577,0.0
7,GNPS (Negatives),LayeredFingerprint,Unweighted MS Entropy,Spearman,0.011586468036261755,0.0
8,GNPS (Negatives),LayeredFingerprint,Unweighted MS Entropy,Kendall,0.00946806388171585,0.0
9,GNPS (Negatives),RDKitFingerprint,Unweighted MS Entropy,Pearson,0.030442435184945233,0.0
10,GNPS (Negatives),RDKitFingerprint,Unweighted MS Entropy,Spearman,0.010820143790486833,0.0
11,GNPS (Negatives),RDKitFingerprint,Unweighted MS Entropy,Kendall,0.00884062669253842,0.0
