,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,Synthetic,ECFPFingerprint,Weighted MS Entropy,Pearson,0.055651810096166376,0.0
1,Synthetic,ECFPFingerprint,Weighted MS Entropy,Spearman,0.03418116964742034,0.0
2,Synthetic,ECFPFingerprint,Weighted MS Entropy,Kendall,0.025962636477849906,0.0
3,Synthetic,AvalonFingerprint,Weighted MS Entropy,Pearson,0.09384444758169669,0.0
4,Synthetic,AvalonFingerprint,Weighted MS Entropy,Spearman,0.08378683382526098,0.0
5,Synthetic,AvalonFingerprint,Weighted MS Entropy,Kendall,0.06334157773101155,0.0
6,Synthetic,LayeredFingerprint,Weighted MS Entropy,Pearson,0.12301210933177145,0.0
7,Synthetic,LayeredFingerprint,Weighted MS Entropy,Spearman,0.1162750960398077,0.0
8,Synthetic,LayeredFingerprint,Weighted MS Entropy,Kendall,0.08790182167025368,0.0
9,Synthetic,RDKitFingerprint,Weighted MS Entropy,Pearson,0.11617331227581718,0.0
10,Synthetic,RDKitFingerprint,Weighted MS Entropy,Spearman,0.10962137039776788,0.0
11,Synthetic,RDKitFingerprint,Weighted MS Entropy,Kendall,0.08277038657345988,0.0
