,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Orbitrap),ECFPFingerprint,Modified Cosine,Pearson,0.09134912386635301,0.0
1,GNPS (Orbitrap),ECFPFingerprint,Modified Cosine,Spearman,0.17427940507038694,0.0
2,GNPS (Orbitrap),ECFPFingerprint,Modified Cosine,Kendall,0.12695623528541716,0.0
3,GNPS (Orbitrap),AvalonFingerprint,Modified Cosine,Pearson,0.024534060683670415,0.0
4,GNPS (Orbitrap),AvalonFingerprint,Modified Cosine,Spearman,0.017359622682125982,0.0
5,GNPS (Orbitrap),AvalonFingerprint,Modified Cosine,Kendall,0.012459919879557602,0.0
6,GNPS (Orbitrap),LayeredFingerprint,Modified Cosine,Pearson,0.034833846844151944,0.0
7,GNPS (Orbitrap),LayeredFingerprint,Modified Cosine,Spearman,-0.016714000155184865,0.0
8,GNPS (Orbitrap),LayeredFingerprint,Modified Cosine,Kendall,-0.011929986416503901,0.0
9,GNPS (Orbitrap),RDKitFingerprint,Modified Cosine,Pearson,0.03320093078713626,0.0
10,GNPS (Orbitrap),RDKitFingerprint,Modified Cosine,Spearman,0.02926874560663954,0.0
11,GNPS (Orbitrap),RDKitFingerprint,Modified Cosine,Kendall,0.021136027151682092,0.0
