,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (Orbitrap),ECFPFingerprint,MS2DeepScore,Pearson,-0.21335942000826194,0.0
1,GNPS (Orbitrap),ECFPFingerprint,MS2DeepScore,Spearman,-0.2208378148746523,0.0
2,GNPS (Orbitrap),ECFPFingerprint,MS2DeepScore,Kendall,-0.15114452066337764,0.0
3,GNPS (Orbitrap),AvalonFingerprint,MS2DeepScore,Pearson,-0.06561229508895708,0.0
4,GNPS (Orbitrap),AvalonFingerprint,MS2DeepScore,Spearman,-0.0808103784818812,0.0
5,GNPS (Orbitrap),AvalonFingerprint,MS2DeepScore,Kendall,-0.05506125055336501,0.0
6,GNPS (Orbitrap),LayeredFingerprint,MS2DeepScore,Pearson,0.15494278788771376,0.0
7,GNPS (Orbitrap),LayeredFingerprint,MS2DeepScore,Spearman,0.11880641506077089,0.0
8,GNPS (Orbitrap),LayeredFingerprint,MS2DeepScore,Kendall,0.07942611572002001,0.0
9,GNPS (Orbitrap),RDKitFingerprint,MS2DeepScore,Pearson,0.07006270888502855,0.0
10,GNPS (Orbitrap),RDKitFingerprint,MS2DeepScore,Spearman,0.035606110936955065,0.0
11,GNPS (Orbitrap),RDKitFingerprint,MS2DeepScore,Kendall,0.025584630542231954,0.0
