,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS (QTOF),ECFPFingerprint,MS2DeepScore,Pearson,-0.04837504099246196,0.0
1,GNPS (QTOF),ECFPFingerprint,MS2DeepScore,Spearman,-0.059534495768578825,0.0
2,GNPS (QTOF),ECFPFingerprint,MS2DeepScore,Kendall,-0.041226107299665096,0.0
3,GNPS (QTOF),AvalonFingerprint,MS2DeepScore,Pearson,-0.0021992406554813965,3.402486137937093e-107
4,GNPS (QTOF),AvalonFingerprint,MS2DeepScore,Spearman,-0.012014260806140166,0.0
5,GNPS (QTOF),AvalonFingerprint,MS2DeepScore,Kendall,-0.008717657998402134,0.0
6,GNPS (QTOF),LayeredFingerprint,MS2DeepScore,Pearson,0.16173282049121232,0.0
7,GNPS (QTOF),LayeredFingerprint,MS2DeepScore,Spearman,0.1325183510316349,0.0
8,GNPS (QTOF),LayeredFingerprint,MS2DeepScore,Kendall,0.08935191949788612,0.0
9,GNPS (QTOF),RDKitFingerprint,MS2DeepScore,Pearson,0.11094317810700774,0.0
10,GNPS (QTOF),RDKitFingerprint,MS2DeepScore,Spearman,0.07462527105261746,0.0
11,GNPS (QTOF),RDKitFingerprint,MS2DeepScore,Kendall,0.05042832357674705,0.0
