,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,GNPS,ECFPFingerprint,MS2DeepScore,Pearson,-0.17416387169210037,0.0
1,GNPS,ECFPFingerprint,MS2DeepScore,Spearman,-0.19093497225516598,0.0
2,GNPS,ECFPFingerprint,MS2DeepScore,Kendall,-0.13062542346939293,0.0
3,GNPS,AvalonFingerprint,MS2DeepScore,Pearson,-0.061713509374201725,0.0
4,GNPS,AvalonFingerprint,MS2DeepScore,Spearman,-0.0826267213256051,0.0
5,GNPS,AvalonFingerprint,MS2DeepScore,Kendall,-0.05622869773814266,0.0
6,GNPS,LayeredFingerprint,MS2DeepScore,Pearson,0.16788085499344593,0.0
7,GNPS,LayeredFingerprint,MS2DeepScore,Spearman,0.12835358113243595,0.0
8,GNPS,LayeredFingerprint,MS2DeepScore,Kendall,0.08597684155152673,0.0
9,GNPS,RDKitFingerprint,MS2DeepScore,Pearson,0.07274596782716568,0.0
10,GNPS,RDKitFingerprint,MS2DeepScore,Spearman,0.029694408405636735,0.0
11,GNPS,RDKitFingerprint,MS2DeepScore,Kendall,0.02131988557673479,0.0
