,dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
0,"GNPS (LOTUS, QTOF)",ECFPFingerprint,Weighted MS Entropy,Pearson,0.03289233217051803,0.0
1,"GNPS (LOTUS, QTOF)",ECFPFingerprint,Weighted MS Entropy,Spearman,0.018590058435111984,0.0
2,"GNPS (LOTUS, QTOF)",ECFPFingerprint,Weighted MS Entropy,Kendall,0.015287615952018644,0.0
3,"GNPS (LOTUS, QTOF)",AvalonFingerprint,Weighted MS Entropy,Pearson,0.02253799237715743,0.0
4,"GNPS (LOTUS, QTOF)",AvalonFingerprint,Weighted MS Entropy,Spearman,0.016851938559352846,0.0
5,"GNPS (LOTUS, QTOF)",AvalonFingerprint,Weighted MS Entropy,Kendall,0.013775297528179888,0.0
6,"GNPS (LOTUS, QTOF)",LayeredFingerprint,Weighted MS Entropy,Pearson,0.02607026635250966,0.0
7,"GNPS (LOTUS, QTOF)",LayeredFingerprint,Weighted MS Entropy,Spearman,0.015992399010994994,0.0
8,"GNPS (LOTUS, QTOF)",LayeredFingerprint,Weighted MS Entropy,Kendall,0.013069316365009458,0.0
9,"GNPS (LOTUS, QTOF)",RDKitFingerprint,Weighted MS Entropy,Pearson,0.029108680635134145,0.0
10,"GNPS (LOTUS, QTOF)",RDKitFingerprint,Weighted MS Entropy,Spearman,0.017753200609006772,0.0
11,"GNPS (LOTUS, QTOF)",RDKitFingerprint,Weighted MS Entropy,Kendall,0.014502537341294634,0.0
