dataset,fingerprint,spectral_similarity,correlation_method,correlation,p_value
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.0073310711957454,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.021252502594073,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0143936853670204,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0552111157900519,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.0718154793814079,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0487126572092128,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.052851468544529,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0728388845894305,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0499081296853447,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,0.0441348743683418,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,0.027220879885347,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,0.0183284998706499,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.000875910294454,1.968075676271385e-18
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0086554245922427,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0058489427731426,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0467141710502715,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.0619954961700796,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.042052312175999,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.0504348322770014,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0642651436833142,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0440222679308006,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,0.0414980205035486,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,0.0212256604256725,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,0.0142406309942161,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,0.0019836271948792,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0116702718235547,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0079625722004333,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0494194189639562,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.0692627041903449,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0470516147629185,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.0452116486803177,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0625432834645966,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0428701486087323,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,0.041155592744,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,0.0228263041145157,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,0.0152981984358629,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,-0.0038449277526109,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0091770407380641,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0062381348172241,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0455932459723926,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.0651869457353764,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0442360375586227,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.0456910170240782,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0663235777246818,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0454238156148402,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Pearson,0.0477859589681472,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Spearman,0.028845743386314,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,Modified Cosine,Kendall,0.0194880453196263,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Pearson,-0.001117990292829,5.11439664343334e-29
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Spearman,0.0097811822001042,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,Modified Cosine,Kendall,0.0066642331660627,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Pearson,0.0498763649618458,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Spearman,0.0661967393879723,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,Modified Cosine,Kendall,0.0449392111275777,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Pearson,0.0506608377708052,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Spearman,0.0665960035618146,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,Modified Cosine,Kendall,0.0457428412928935,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.0054561823052362,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0136063346742587,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0105273008652708,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0624206054017218,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0470423000501401,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0298412633917925,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2543420530895494,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2264637310900769,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1529892526500698,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1909485326619014,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1607595075005962,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1091464923894825,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.0032347069508614,1.521259484524504e-229
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0144193062270268,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0110310509908137,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0541972920152875,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0402941519891766,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0253301147329238,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2492454270705297,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2222305968809421,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1502315748769505,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1868125733388151,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1546549706523334,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.104930292653705,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.0036997914495982,1.2312765594608445e-299
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0161935303813515,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0122835987933414,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0621942333877909,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0473808465335492,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0299086675790832,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2539392778895343,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2251047891903593,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1521902039722449,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1903654116301439,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1586646084525342,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1077317512558925,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,-0.000661787116936,3.644068000229243e-11
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0219781584419794,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0161145148538233,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0554133657386676,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.040302285232002,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0251962850931933,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2485114659143988,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2201423163951809,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1486464634381089,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1890044450125519,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1576632525077237,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1071491742752969,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,-0.0040185476980915,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0259446388505884,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0188708407924809,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0513907707262248,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0363144764809883,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0225411734732817,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2472561276554333,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2183336316287671,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1474220766921897,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1803540706327098,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1474188637786453,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1002329732559589,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.006459439256275,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0142417947457241,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0110068068844513,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0620507191304749,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0471930280441335,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0297779506382968,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2555563000162973,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2269781991057084,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1533915966583105,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1877661402453598,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1549437152851514,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1052447150734685,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,-0.0035163544586654,7.190121518006924e-271
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0235981477245229,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0173735632062693,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.057076510428881,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0418851866184787,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0262816170057543,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2497895730290181,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.220766974557588,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1491132123686803,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1884101260036179,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1559356505781008,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1059616671311728,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.0049905584600364,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0155901118487808,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0117817974716294,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0598475518755544,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0444790393823967,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0280366723685694,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2549421521744349,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2261489337220811,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1527888442834732,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.188855710488936,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1558418510740082,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1058524975393314,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,-0.0023312471990289,3.310805699244461e-120
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0237089418599637,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0172714563679604,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0580860715426159,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0434929853617362,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0273246625840727,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2531072129285192,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.2250917920056544,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1521404325175761,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1880410391393131,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1546915023615148,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1049955755825368,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Pearson,0.0030341473193064,3.248493203420129e-202
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Spearman,-0.0194389296869733,0.0
"GNPS (LOTUS, Positives, QTOF)",ECFPFingerprint,MS2DeepScore,Kendall,-0.0144386856605438,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Pearson,0.0596736221010529,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Spearman,0.0429212009068493,0.0
"GNPS (LOTUS, Positives, QTOF)",AvalonFingerprint,MS2DeepScore,Kendall,0.0268952217673297,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Pearson,0.2572469104922501,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Spearman,0.227238439665453,0.0
"GNPS (LOTUS, Positives, QTOF)",LayeredFingerprint,MS2DeepScore,Kendall,0.1536171183564332,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Pearson,0.1896387078330562,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Spearman,0.1575253834923309,0.0
"GNPS (LOTUS, Positives, QTOF)",RDKitFingerprint,MS2DeepScore,Kendall,0.1070237282866617,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.0649532163737087,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0646736794311972,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0442469583155885,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0655615638535469,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0008506023845677,1.79997735193746e-17
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0005559219449284,5.752950326787829e-16
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.083912067287357,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0427600680727511,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0294971266126543,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0843019191840652,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,0.0220655525142312,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,0.015924308257431,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.0651076654586215,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0583803869199994,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0397229836321103,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0658325483773002,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0096652665936979,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0066908183253,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0870390014945046,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0497297099983497,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0343811050793369,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0859577964403519,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,0.0305708618102746,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,0.0219541502501369,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.066242190104332,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0594922160092915,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0405038564440161,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.068234188604979,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0068478927518529,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0047280543361632,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0903206892922794,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0477331820267878,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0329561928194919,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0912807813186104,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,0.0332302633071087,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,0.0236528848812146,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.0593819592561017,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0618342615608892,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0422369066587949,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0555626662365841,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,-0.0064586167058534,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,-0.0045026519964763,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0758975243421901,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0308281722431078,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0212360046722061,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0760211941888664,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,0.0127491289551026,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,0.0095080416691593,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.0699050023872514,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0566581567566768,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.038469176069695,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0692585887539523,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0093934116583953,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Kendall,0.0064845003998349,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Pearson,0.0899864494782532,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Spearman,0.0464082805971574,0.0
"GNPS (Positives, QTOF)",LayeredFingerprint,Greedy Cosine,Kendall,0.0320149910455283,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Pearson,0.0895444396222575,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Spearman,0.0297229988482759,0.0
"GNPS (Positives, QTOF)",RDKitFingerprint,Greedy Cosine,Kendall,0.0212975762113738,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Pearson,0.0729730659639836,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Spearman,-0.0537675448994399,0.0
"GNPS (Positives, QTOF)",ECFPFingerprint,Greedy Cosine,Kendall,-0.0365697873627689,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Pearson,0.0686806863052845,0.0
"GNPS (Positives, QTOF)",AvalonFingerprint,Greedy Cosine,Spearman,0.0087510952280485,0.0
